2.208889522164265173e+01,2.008353006846235900e+01,0.000000000000000000e+00,1.749703425168189597e+01,5.419821310788675461e+00,0.000000000000000000e+00
2.992089761717388186e+01,4.067592989701459771e+01,0.000000000000000000e+00,2.001921836712961422e+01,3.573303595223453755e-02,0.000000000000000000e+00
5.540843008732143637e-02,4.796376949744639262e+01,0.000000000000000000e+00,2.741251339100024964e+01,1.516396235312289509e+00,0.000000000000000000e+00
5.434719528467521599e+00,3.544059960203668425e+01,0.000000000000000000e+00,4.161888092162139685e+01,5.422790481840022991e-01,0.000000000000000000e+00
1.618963868540891582e+01,4.395703195031068589e+01,0.000000000000000000e+00,1.992005649885203455e+00,7.164054422203961714e+00,0.000000000000000000e+00
1.801085729054382156e+01,2.462104854623146366e+01,0.000000000000000000e+00,1.042873263042748988e+01,4.396370339128572446e+00,0.000000000000000000e+00
1.152541199540273986e+01,2.433821295967280918e+01,0.000000000000000000e+00,1.123787020185046437e+01,8.290606092006415295e+00,0.000000000000000000e+00
8.827729316634066237e+00,3.850816981571861675e+01,0.000000000000000000e+00,3.034991210907527304e+01,2.905873350096805918e+00,0.000000000000000000e+00
1.603317952255112999e+01,2.120016987427659316e+01,0.000000000000000000e+00,4.520581255237301121e+01,6.460888850107824766e+00,0.000000000000000000e+00
2.331366493623839276e+01,3.690008822153511403e+01,0.000000000000000000e+00,2.334117424871453039e+01,9.323923621570697762e+00,0.000000000000000000e+00
2.206701166023087168e+01,4.975051201244283305e+01,0.000000000000000000e+00,4.123239340033796907e+01,7.979610999215280387e+00,0.000000000000000000e+00
1.210547692169707013e+01,2.573414192346863416e+01,0.000000000000000000e+00,3.440813200487206558e+01,5.573722343832375969e+00,0.000000000000000000e+00
2.451722243136949864e+00,2.734737605837531760e+01,0.000000000000000000e+00,6.655461500060316560e+00,3.990886737290285424e+00,0.000000000000000000e+00
2.445338296253347465e+01,2.529945394007787840e+01,0.000000000000000000e+00,1.696139532562765240e+01,8.115624926519505067e+00,0.000000000000000000e+00
1.838536945587555138e+01,3.090658250348613834e+01,0.000000000000000000e+00,1.364854251727777346e+01,8.628973451749587298e+00,0.000000000000000000e+00
6.374416354894771430e+00,3.818558270521997144e+01,0.000000000000000000e+00,9.540732344742769655e+00,4.768050913878183472e+00,0.000000000000000000e+00
7.582747161054826712e+00,2.571811900318651567e+01,0.000000000000000000e+00,1.292054669455380811e+01,7.943568508392062633e-02,0.000000000000000000e+00
4.529894534646933479e+00,3.025938720867778642e+01,0.000000000000000000e+00,3.870829905588564657e+01,4.258340028704341584e+00,0.000000000000000000e+00
2.954521718892876336e+01,3.927272398502263684e+01,0.000000000000000000e+00,4.836989950300633012e+01,1.749215004731513590e+00,0.000000000000000000e+00
8.716443176211022603e+00,3.248989012506068264e+01,0.000000000000000000e+00,1.181969553307207121e+01,5.756200050188051698e+00,0.000000000000000000e+00
1.176890660413707579e+01,2.269571081371827859e+01,0.000000000000000000e+00,2.898554009067741788e+01,1.993503145494983642e+00,0.000000000000000000e+00
2.827466586285513728e+01,3.947011107019216070e+01,0.000000000000000000e+00,4.443949763970081079e+01,5.807375695079842970e+00,0.000000000000000000e+00
6.384345696056490382e+00,3.630993859183702455e+01,0.000000000000000000e+00,2.854561259719125133e+01,2.337426401767661588e-01,0.000000000000000000e+00
4.940967874564570650e+00,4.072362823797057274e+01,0.000000000000000000e+00,1.223421540123726992e+01,6.109642927721946393e+00,0.000000000000000000e+00
2.553583424274774316e+01,3.615564559292143088e+01,0.000000000000000000e+00,3.305303564305908992e+01,4.317122824947593251e+00,0.000000000000000000e+00
2.118437707308353524e+01,2.080732715666720978e+01,0.000000000000000000e+00,3.057636129189799590e+01,8.290098610841889482e-01,0.000000000000000000e+00
4.062895754908942614e+00,4.300387928509718449e+01,0.000000000000000000e+00,1.375602193759783454e+01,9.535503741522935783e+00,0.000000000000000000e+00
2.812885333248211950e+01,4.596476641183414813e+01,0.000000000000000000e+00,4.955608277656030936e+01,6.078859795081832829e+00,0.000000000000000000e+00
1.113691482012378664e+01,2.060833679144951702e+01,0.000000000000000000e+00,3.267561442722216469e+01,8.022661209942752336e+00,0.000000000000000000e+00
2.030479359437033438e+01,4.545845731115906574e+01,0.000000000000000000e+00,2.203278896642165208e+01,9.046091750715179458e-01,0.000000000000000000e+00
